Empresa,Ano,Modelo,Carro/SUV,Titulo,UsadoOuNovo,Transmissao,Motor,TipoDirecao,TipoCombustivel,ConsumoCombustivel,Quilometros,EsquemaCores,CilindrosMotor,TipoCarroceria,Portas,Bancos,Preco
Mazda,2018.0,CX-5,SUV,2018 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,42242,Red / -,4,SUV,4,5,32990.0
Mitsubishi,2004.0,Magna,Sedan,2004 Mitsubishi Magna ES,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11.0,107999,Silver / -,6,Sedan,4,5,6949.0
Ford,2019.0,Everest,SUV,2019 Ford Everest Trend (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1,127846,White / Grey,4,SUV,4,7,47888.0
Volkswagen,2020.0,Golf,Hatchback,2020 Volkswagen Golf R Final Edition,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2,48685,Blue / -,4,Hatchback,5,5,52556.0
Nissan,2009.0,Navara,Ute / Tray,2009 Nissan Navara ST-X (4X4),USED,Manual,"6 cyl, 4 L",4WD,Unleaded,13.6,225227,White / -,6,Ute / Tray,4,5,13885.0
Honda,2007.0,Odyssey,Wagon,2007 Honda Odyssey Luxury,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.4,268546,- / -,4,Wagon,4,7,6999.0
Volkswagen,2016.0,Passat,Sedan,2016 Volkswagen Passat 132 TSI Comfortline,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.0,50385,Silver / Leather,4,Sedan,4,5,25490.0
Toyota,2016.0,Hilux,Ute / Tray,2016 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,7.7,167561,White / Cloth,4,Ute / Tray,2,2,22467.0
Nissan,2015.0,Navara,Ute / Tray,2015 Nissan Navara ST (4X2),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.3,121500,White / Grey,4,Ute / Tray,4,5,23990.0
Volkswagen,2018.0,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1,96402,White / -,4,SUV,4,5,38990.0
Holden,2007.0,Commodore,Sedan,2007 Holden Commodore Omega,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.0,174240,White / -,6,Sedan,4,5,5990.0
BMW,2015.0,X5,SUV,2015 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.2,181659,Silver / Black,6,SUV,4,5,32990.0
Hyundai,2014.0,Iload,Commercial,2014 Hyundai Iload Crew,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8,142019,White / -,4,Commercial,4,6,26800.0
Kia,2012.0,RIO,Hatchback,2012 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.7,142588,Silver / Black,4,Hatchback,5,5,9990.0
Mercedes-Benz,2016.0,C250,Sedan,2016 Mercedes-Benz C250 D,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,4.5,98861,White / -,4,Sedan,4,5,39800.0
GWM,2021.0,UTE,Ute / Tray,2021 GWM UTE Cannon-X (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4,44454,Black / -,4,Ute / Tray,4,5,40888.0
Nissan,1998.0,Patrol,OC Automotive,1998 Nissan Patrol ST (4x4),USED,Manual,-,Other,Diesel,7.663150894460331,301518,Grey / Beige,0,Wagon,0,0,32880.0
Ford,2004.0,Territory,SUV,2004 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,13.1,159339,- / -,6,SUV,4,5,5995.0
Volkswagen,2018.0,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.0,125071,White / -,6,Ute / Tray,4,5,39912.0
Mazda,2008.0,3,Hatchback,2008 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4,252686,Black / Black,4,Hatchback,5,5,6750.0
Toyota,2022.0,RAV4,SUV,2022 Toyota RAV4 XSE (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7,12835,Blue / Black,4,SUV,5,5,56990.0
Ford,2021.0,Ranger,Ute / Tray,2021 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4,26176,White / Grey,4,Ute / Tray,4,4,55990.0
Honda,2010.0,Accord,Sedan,2010 Honda Accord Euro Luxury,USED,Manual,"4 cyl, 2.4 L",Front,Premium,8.9,114281,Grey / -,4,Sedan,4,5,11913.0
Hyundai,2022.0,Palisade,Suttons Hyundai Arncliffe- New/Demo,2022 Hyundai Palisade Highlander (7 Seat),DEMO,Automatic,"6 cyl, 3.8 L",Front,Unleaded,10.7,2020,White / Khaki,6,SUV,4,7,109990.0
Audi,2013.0,Q7,SUV,2013 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4,141048,White / -,6,SUV,4,7,20999.0
Toyota,2020.0,Landcruiser,SUV,2020 Toyota Landcruiser LC200 VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5,128090,White / -,8,SUV,4,7,102990.0
Land,2019.0,Rover,SUV,2019 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1,57274,Black / -,4,SUV,4,5,59990.0
Hyundai,2007.0,Santa,SUV,2007 Hyundai Santa FE SX Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.1,221807,White / -,4,SUV,4,5,6995.0
Nissan,2021.0,Navara,Ute / Tray,2021 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9,49529,Grey / -,4,Ute / Tray,4,5,49990.0
Jeep,2019.0,Renegade,SUV,2019 Jeep Renegade Sport,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6.0,66014,Green / Black,4,SUV,4,5,17990.0
Ford,2018.0,Ranger,Ute / Tray,2018 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8,141035,White / Grey,5,Ute / Tray,4,5,36990.0
Toyota,2023.0,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7,1256,Blue / Grey,8,Ute / Tray,4,5,123999.0
Toyota,2018.0,RAV4,SUV,2018 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,129320,Grey / -,4,SUV,4,5,27986.0
MG,2022.0,HS,Alto North Shore MG,2022 MG HS Essence X,DEMO,Automatic,"4 cyl, 2 L",AWD,Unleaded,9.5,5,White / Knight Black,4,SUV,4,5,43990.0
Kia,2020.0,Cerato,Hatchback,2020 Kia Cerato S Safety Pack,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,44859,White / Grey,4,Hatchback,5,5,26995.0
Volkswagen,2013.0,Touareg,SUV,2013 Volkswagen Touareg V6 TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4,174061,- / -,6,SUV,4,5,22888.0
Mercedes-Benz,2014.0,ML63,SUV,2014 Mercedes-Benz ML63 AMG (4X4),USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,11.8,112072,Black / -,8,SUV,4,5,64990.0
Skoda,2018.0,Karoq,SUV,2018 Skoda Karoq 1.5 TSI,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.7,86989,Silver / -,4,SUV,4,5,19990.0
Audi,2017.0,Q2,SUV,2017 Audi Q2 2.0 TDI Quattro YD,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.0,72292,Red / Black,4,SUV,4,5,29990.0
GWM,2021.0,Haval,SUV,2021 GWM Haval H6 LUX,USED,Automatic,"4 cyl, 2 L",Front,Premium,9.8,10206,Blue / -,4,SUV,4,5,34990.0
Ford,2009.0,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.5,171500,Blue / Black,6,Sedan,4,5,11990.0
Nissan,2005.0,Navara,Ute / Tray,2005 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.6,411737,Silver / -,4,Ute / Tray,2,2,11990.0
Subaru,2018.0,Forester,SUV,2018 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,40585,Grey / Leather,4,SUV,4,5,34990.0
Mazda,2012.0,CX-9,SUV,2012 Mazda CX-9 Luxury,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,11.3,63361,Grey / -,6,SUV,4,7,21913.0
Ford,2018.0,Ranger,Ute / Tray,2018 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7,179317,White / -,5,Ute / Tray,4,4,29800.0
Lexus,2019.0,RX300,SUV,2019 Lexus RX300 Luxury,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1,56801,Silver / -,4,SUV,4,5,49990.0
Subaru,2019.0,Forester,SUV,2019 Subaru Forester 2.5I Premium (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,46510,White / -,4,SUV,4,5,36990.0
MG,2023.0,HS,Alto Blacktown MG,2023 MG HS +EV Phev Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,-,1.7,15,White / Knight Black,4,SUV,5,5,48990.0
Ford,2007.0,Falcon,Sedan,2007 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.9,137837,Grey / -,6,Sedan,4,5,11990.0
Kia,2022.0,Picanto,Hatchback,2022 Kia Picanto GT-Line (pe),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8,51,White / Black,4,Hatchback,5,5,23888.0
Audi,2020.0,RS,Hatchback,2020 Audi RS 5 2.9 Tfsi Quattro,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,8.9,21939,Black / Black,6,Hatchback,5,5,139980.0
BMW,2018.0,X6,SUV,2018 BMW X6 Xdrive 40D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.3,99100,Grey / Black,6,SUV,4,5,58990.0
Ford,2017.0,Everest,SUV,2017 Ford Everest Trend,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5,135834,White / Grey,5,SUV,4,7,40888.0
Mercedes-Benz,2000.0,A190,Hatchback,2000 Mercedes-Benz A190 Avantgarde,USED,Automatic,"4 cyl, 1.9 L",Front,Unleaded,8.5,104431,Silver / Grey,4,Hatchback,5,5,6990.0
Mazda,2019.0,BT-50,Ute / Tray,2019 Mazda BT-50 XT (4X2) (5YR),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,8.6,18938,White / -,4,Ute / Tray,2,3,32990.0
Volvo,2014.0,XC90,SUV,2014 Volvo XC90 3.2 R-Design,USED,Automatic,"6 cyl, 3.2 L",AWD,Premium,11.5,126477,Black / -,6,SUV,4,7,20913.0
Mitsubishi,2009.0,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.6,190628,Blue / -,4,Sedan,4,5,6913.0
Toyota,2015.0,Kluger,SUV,2015 Toyota Kluger Grande (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.4,62800,Silver / Black,6,SUV,4,7,34999.0
Hyundai,2019.0,Tucson,SUV,2019 Hyundai Tucson Active X Crdi (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4,75334,Silver / -,4,SUV,4,5,29999.0
Mitsubishi,2018.0,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6,44246,Silver / Grey,4,Ute / Tray,4,5,39990.0
Skoda,2022.0,Kamiq,Alto Skoda Artarmon New Cars,2022 Skoda Kamiq Style 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5.0,1500,White / Black,3,SUV,4,5,38540.0
Mitsubishi,2018.0,Triton,Ute / Tray,2018 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6,87360,Grey / -,4,Ute / Tray,4,5,39999.0
Toyota,2017.0,Kluger,SUV,2017 Toyota Kluger GXL (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6,238416,Silver / -,6,SUV,4,7,24800.0
Mazda,2021.0,CX-30,SUV,2021 Mazda CX-30 G20 Evolve (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,18698,Grey / Black,4,SUV,4,5,32990.0
Volkswagen,2010.0,Caravelle,Wagon,2010 Volkswagen Caravelle Trendline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,8.2,200403,Grey / -,4,Wagon,4,9,39990.0
Ford,2014.0,Focus,Hatchback,2014 Ford Focus ST,USED,Manual,"4 cyl, 2 L",Front,Premium,7.4,64940,Yellow / Black,4,Hatchback,5,5,24990.0
Ford,2015.0,Focus,Hatchback,2015 Ford Focus Sport,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.2,150787,Red / Black,4,Hatchback,5,5,17990.0
Audi,2022.0,Q5,Audi Alto Artarmon New Cars,2022 Audi Q5 40 TDI Quattro Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4,2100,Black / Black,4,SUV,4,5,79888.0
Holden,2016.0,Barina,Hatchback,2016 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6,74950,Silver / -,4,Hatchback,5,5,14990.0
Toyota,2021.0,Camry,Sedan,2021 Toyota Camry Ascent Sport Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.5,16307,White / Grey,4,Sedan,4,5,49888.0
Volvo,2009.0,C30,Hatchback,2009 Volvo C30 T5,USED,Automatic,"5 cyl, 2.5 L",Front,Premium,10.4,53969,Black / -,5,Hatchback,3,4,10913.0
Audi,2023.0,Q5,Audi Alto Artarmon New Cars,2023 Audi Q5 40 TDI Quattro Sport Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4,2088,Grey / Black,4,SUV,4,5,88250.0
Volvo,2014.0,XC90,SUV,2014 Volvo XC90 D5 R-Design,USED,Automatic,"5 cyl, 2.4 L",AWD,Diesel,9.6,194177,White / -,5,SUV,4,7,16800.0
Mitsubishi,2016.0,Triton,Ute / Tray,2016 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2,201247,White / -,4,Ute / Tray,4,5,19413.0
Mazda,2016.0,BT-50,Ute / Tray,2016 Mazda BT-50 GT (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9,133568,Brown / -,5,Ute / Tray,4,5,36990.0
Renault,2023.0,Koleos,Peter Warren Renault,2023 Renault Koleos Intens (4X2),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1,8,White / Grey,4,SUV,4,5,49290.0
Lexus,2015.0,RC200T,Coupe,2015 Lexus RC200T F Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.3,65548,White / Red,4,Coupe,2,4,44900.0
Volkswagen,2012.0,Amarok,Ute / Tray,2012 Volkswagen Amarok TDI400 (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.9,153502,Silver / -,4,Ute / Tray,4,5,22990.0
Volkswagen,2022.0,T-ROC,DEMO,2022 Volkswagen T-ROC R,DEMO,-,"4 cyl, 2 L",AWD,Premium,8.3,21,Silver / Black,4,SUV,4,5,62990.0
Mazda,2014.0,BT-50,Ute / Tray,2014 Mazda BT-50 XT (4X2),USED,Manual,"5 cyl, 3.2 L",Rear,Diesel,8.4,207705,Silver / -,5,Ute / Tray,4,5,17800.0
Subaru,2014.0,Forester,SUV,2014 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1,240795,White / -,4,SUV,4,5,12800.0
GWM,2023.0,UTE,Suttons GWM Haval Chullora- New/Demo,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4,11,White / -,4,Ute / Tray,4,5,43490.0
Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3,92189,White / Grey,4,Sedan,4,5,27789.0
Mazda,2022.0,6,Rockdale Mazda New,2022 Mazda 6 GT SP,DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6,6,Grey / Burgundy Leather,4,Sedan,4,5,52988.0
Mazda,2012.0,3,Hatchback,2012 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9,185178,White / -,4,Hatchback,5,5,9913.0
Mercedes-Benz,2017.0,E300,Coupe,2017 Mercedes-Benz E300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1,35200,Black / Black,4,Coupe,2,4,73800.0
Mazda,2014.0,3,Sedan,2014 Mazda 3 Touring,USED,Manual,"4 cyl, 2 L",Front,Unleaded,5.8,166505,Red / -,4,Sedan,4,5,13999.0
Kia,2022.0,Stonic,SUV,2022 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7,20254,Blue / -,4,SUV,4,5,22885.0
Honda,2021.0,Civic,Hatchback,2021 Honda Civic VTI-LX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3,8526,White / -,4,Hatchback,4,5,43888.0
Ford,2005.0,Territory,Prime Wheels.,2005 Ford Territory Ghia (RWD),USED,Automatic,-,Rear,Unleaded,7.663150894460331,166965,Black / Grey,0,Wagon,0,0,10888.0
Volvo,2009.0,XC60,SUV,2009 Volvo XC60 T6 3.0,USED,Automatic,"6 cyl, 3 L",AWD,Premium,11.3,231077,Blue / -,6,SUV,4,5,9990.0
Ford,2017.0,Ecosport,SUV,2017 Ford Ecosport Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.5,50599,Silver / -,4,SUV,4,5,18950.0
Volkswagen,2015.0,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Manual,"4 cyl, 1.2 L",Front,Premium,4.9,124810,Silver / -,4,Hatchback,5,5,13999.0
Volkswagen,2022.0,T-ROC,Bathurst Volkswagen,2022 Volkswagen T-ROC 140TSI R-Line (restricted Ftr),NEW,Automatic,"4 cyl, 2 L",AWD,Premium,7.3,5,Black / -,4,SUV,4,5,57490.0
Volkswagen,2014.0,Touareg,SUV,2014 Volkswagen Touareg V6 TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4,239375,Grey / -,6,SUV,4,5,18913.0
Volkswagen,2008.0,Tiguan,SUV,2008 Volkswagen Tiguan 103 TDI,USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.4,262547,Silver / -,4,SUV,4,5,6100.0
Holden,2014.0,Captiva,SUV,2014 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.0,166442,Red / Black,4,SUV,4,7,12999.0
Ford,2022.0,Everest,SUV,2022 Ford Everest Trend (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.0,6109,Silver / Ebony Leather,4,SUV,4,7,61880.0
Hyundai,2014.0,Elantra,Sedan,2014 Hyundai Elantra Trophy,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1,153259,White / -,4,Sedan,4,5,13413.0
Kia,2009.0,Cerato,Sedan,2009 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,71800,Gold / Grey,4,Sedan,4,5,10990.0
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,97661,Silver / Black,4,SUV,4,5,24690.0
Volkswagen,2022.0,Touareg,Bayford Volkswagen Fairfield,2022 Volkswagen Touareg 210TDI R-Line,NEW,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8,13,Grey / Soul Black,6,SUV,4,5,145044.0
Ssangyong,2023.0,Rexton,Sutherland Isuzu Ute - New,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7,-,Grey / Black,4,SUV,4,7,56585.0
Honda,2017.0,Civic,Hatchback,2017 Honda Civic VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.4,182097,Grey / Black,4,Hatchback,5,5,22990.0
Toyota,2016.0,Landcruiser,Ute / Tray,2016 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5,169215,White / Grey,8,Ute / Tray,2,3,69990.0
Mitsubishi,2004.0,Lancer,Sedan,2004 Mitsubishi Lancer LS,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.8,70014,Silver / Grey,4,Sedan,4,5,5999.0
Mazda,2023.0,BT-50,Rockdale Mazda New,2023 Mazda BT-50 GT (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,Diesel,8.0,7,Grey / Brown Leather,4,Ute / Tray,4,5,68288.0
Mazda,2018.0,3,Hatchback,2018 Mazda 3 NEO Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8,83141,White / Grey,4,Hatchback,5,5,21990.0
Toyota,2019.0,C-HR,SUV,2019 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6,76683,Silver / Black,4,SUV,4,5,36990.0
Mazda,2013.0,CX-5,SUV,2013 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4,196641,White / -,4,SUV,4,5,15998.0
Nissan,2013.0,X-Trail,SUV,2013 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4,155592,White / -,4,SUV,4,5,15990.0
Volkswagen,2022.0,Golf,Sydney City Volkswagen New,2022 Volkswagen Golf 110TSI Life,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9,2200,Blue / Black,4,Wagon,4,5,42990.0
Volkswagen,2022.0,Arteon,Bayford Volkswagen Fairfield,2022 Volkswagen Arteon 140TSI Elegance (restr Feat),NEW,Automatic,"4 cyl, 2 L",Front,Premium,5.8,16,White / Black,4,Hatchback,5,5,73879.0
Kia,2015.0,Carnival,Wagon,2015 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7,74402,White / -,4,Wagon,4,8,31999.0
Mitsubishi,2020.0,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2,43642,White / Black,4,SUV,4,7,30990.0
Volkswagen,2022.0,Tiguan,SUV,2022 Volkswagen Tiguan Allspace 162TSI Elegance,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6,8450,Blue / Grey,4,SUV,4,7,55990.0
Mitsubishi,2021.0,Pajero,SUV,2021 Mitsubishi Pajero Sport GLX (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.0,43811,Grey / -,4,SUV,4,5,47990.0
Mercedes-Benz,2005.0,E240,Sedan,2005 Mercedes-Benz E240 Classic,USED,Automatic,"6 cyl, 2.6 L",Rear,Unleaded,11.0,207619,Silver / Black Leather,6,Sedan,4,5,5999.0
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.6,176520,Grey / Black,4,Ute / Tray,4,5,44990.0
Volkswagen,2013.0,Golf,Hatchback,2013 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.2,117753,Grey / Black,4,Hatchback,5,5,21888.0
Mitsubishi,2020.0,ASX,SUV,2020 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6,50572,Black / Cloth,4,SUV,4,5,29888.0
Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.0,57975,White / -,4,Ute / Tray,4,5,59986.0
GWM,2023.0,Haval,Suttons GWM Haval Chullora- New/Demo,2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,-,5.0,11,Blue / Black,4,SUV,4,5,37485.0
Mazda,2018.0,CX-5,SUV,2018 Mazda CX-5 GT (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5,7289,White / -,4,SUV,4,5,38990.0
Hyundai,2017.0,Santa,SUV,2017 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8,141432,White / -,4,SUV,4,7,26990.0
Volkswagen,2021.0,Golf,Hatchback,2021 Volkswagen Golf R 4Motion,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.8,13220,White / -,4,Hatchback,5,5,72998.0
Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GL-R (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9,303937,Silver / Grey,4,Ute / Tray,4,5,13990.0
Kia,2016.0,Sportage,SUV,2016 Kia Sportage SLI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,99301,White / Black One Tone,4,SUV,4,5,24850.0
Mitsubishi,2018.0,Eclipse,SUV,2018 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,83838,Grey / Grey,4,SUV,4,5,31990.0
Holden,2014.0,Commodore,Sedan,2014 Holden Commodore SS-V Redline,USED,Manual,"8 cyl, 6 L",Rear,Premium,11.8,54858,Red / Leather,8,Sedan,4,5,49888.0
Volvo,2017.0,S60,Sedan,2017 Volvo S60 T5 R-Design,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.4,85417,Blue / -,4,Sedan,4,5,26890.0
Cupra,2022.0,Formentor,SUV,2022 Cupra Formentor VZX,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.7,1000,Grey / Petrol Blue,4,SUV,4,5,67990.0
Nissan,2019.0,Pathfinder,SUV,2019 Nissan Pathfinder ST (2WD),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9,46615,Red / -,6,SUV,4,7,29800.0
Mitsubishi,2020.0,ASX,SUV,2020 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6,64002,Grey / Black,4,SUV,4,5,31990.0
Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,79979,Silver / Black,4,Ute / Tray,4,5,63990.0
Jeep,2022.0,Gladiator,Macarthur Jeep,2022 Jeep Gladiator Rubicon (4X4),NEW,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,12.4,-,Silver / -,6,Ute / Tray,4,5,90880.0
Subaru,2014.0,Forester,SUV,2014 Subaru Forester 2.5I-S,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1,105628,Silver / Black,4,SUV,4,5,22999.0
MG,2021.0,HS,SUV,2021 MG HS Excite,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,39147,White / -,4,SUV,4,5,26990.0
Kia,2011.0,Cerato,Sedan,2011 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,276650,Brown / -,4,Sedan,4,5,6990.0
